name,salary_from,salary_to,salary_currency,area_name,published_at
Html-верстальщик,400.0,,USD,Новосибирск,2007-04-17T12:36:03+0400
Менеджер по продажам sms-сервисов,1500.0,,USD,Москва,2007-04-17T12:42:17+0400
Ведущий Инженер отдела Информационных технологий,500.0,800.0,USD,Киев,2007-04-17T12:46:22+0400
Системный (бизнес) аналитик в управление автоматизации банка,2000.0,2500.0,USD,Москва,2007-04-17T12:50:42+0400
Инженер отдела инсталляций и поддержки продуктов(Billing),800.0,1000.0,USD,Санкт-Петербург,2007-11-08T11:55:01+0300
HTML-верстальщик,500.0,700.0,USD,Московская область - Север,2007-04-17T13:00:39+0400
Программист- разработчик JAVA,800.0,,USD,Москва,2007-07-04T16:00:06+0400
Программист Oracle-Delphi,200.0,2300.0,USD,Москва,2007-06-15T10:33:35+0400
Менеджер по проектам,1500.0,2000.0,USD,Москва,2007-04-17T13:02:09+0400
Технический писатель,800.0,1000.0,USD,Москва,2007-04-17T13:02:23+0400
Менеджер по продаже ПО,500.0,1500.0,USD,Киев,2007-04-17T13:13:19+0400
Начальника відділу комп'ютерного та програмного забезпечення.,600.0,700.0,USD,Киев,2007-04-17T13:19:43+0400
Программист 1С,200.0,500.0,USD,Ульяновск,2007-07-09T09:11:08+0400
"Программист, разработчик ПО",200.0,500.0,USD,Ульяновск,2007-07-09T09:11:08+0400
Программист,950.0,1350.0,USD,Москва,2007-04-17T13:35:57+0400
Unix Team Lead,1600.0,1800.0,USD,Санкт-Петербург,2007-05-14T13:45:57+0400
Системный администратор,800.0,1000.0,USD,Москва,2007-04-17T14:02:29+0400
Разработчик (Diasoft ),1500.0,2500.0,USD,Москва,2007-04-17T14:14:05+0400
Системный администратор Web серверов,2300.0,2500.0,USD,Москва,2007-04-17T14:21:45+0400
Менеджер проектов по направлению информационная безопасность,1600.0,2000.0,USD,Москва,2007-04-17T14:24:41+0400
Старший системный аналитик,1500.0,,USD,Москва,2007-05-07T16:49:17+0400
Ведущий консультант-аудитор по направлению информационная безопасность,1600.0,2000.0,USD,Центральный округ,2007-04-17T14:29:37+0400
Web - дизайнер,250.0,1000.0,USD,Ростов-на-Дону,2007-04-17T14:32:11+0400
Программист С++/Ведущий программист С++,1700.0,2000.0,USD,Москва,2007-05-28T10:32:08+0400
Разработчик БД,2500.0,2700.0,USD,Москва,2007-05-16T12:07:57+0400
Менеджер по продажам в отдел системной интеграции,,2500.0,USD,Санкт-Петербург,2007-06-04T09:18:27+0400
Ведущий инженер Cisco,2000.0,2500.0,USD,Москва,2007-05-14T12:07:03+0400
Программист PHP,800.0,,USD,Санкт-Петербург,2007-04-17T14:53:34+0400
Программист PHP - Веб программист,700.0,1000.0,USD,Санкт-Петербург,2007-04-17T14:54:00+0400
WEB программист / верстальщик / дизайнер,500.0,800.0,USD,Санкт-Петербург,2007-04-17T14:54:25+0400
Специалист отдела внедрения и сопровождения банковских систем,2000.0,,USD,Москва,2007-05-14T09:28:22+0400
Deputy Head of Plastic Card Project,2500.0,,USD,Москва,2007-05-07T12:33:27+0400
Консультант по продуктам IBM Rational,1500.0,3000.0,USD,Москва,2007-04-17T14:59:17+0400
Local IT Project Coordinator (Help-Desk),2000.0,2400.0,USD,Санкт-Петербург,2007-06-09T09:57:02+0400
"Руководитель группы ""Game Master""",1300.0,1600.0,USD,Москва,2007-04-17T15:04:08+0400
Инженер-программист,1600.0,2500.0,USD,Москва,2007-07-24T17:57:07+0400
Аналитик службы постановки задач/биллинг,1500.0,2500.0,USD,Москва,2007-06-09T12:12:15+0400
Менеджер по работе с ключевыми клиентами (отдел по работе с операторами связи),1000.0,3000.0,USD,Санкт-Петербург,2007-06-13T09:31:45+0400
Cisco administrator,1800.0,2300.0,USD,Москва,2007-04-17T15:06:33+0400
Программист РНР,1500.0,,USD,Москва,2007-05-28T08:19:02+0400
Сетевой администратор,2300.0,2500.0,USD,Москва,2007-04-17T15:08:55+0400
Менеджер проекта по SAP R3,3000.0,4000.0,USD,Москва,2007-05-11T09:57:33+0400
Senior Network Administrator,2500.0,3000.0,USD,Москва,2007-04-17T15:12:38+0400
Сервис - инженер,500.0,600.0,USD,Санкт-Петербург,2007-04-17T15:14:25+0400
Technical Support Engineer,1700.0,2000.0,USD,Москва,2007-04-17T15:18:46+0400
Web - разработчик,1800.0,2500.0,USD,Москва,2007-05-28T08:19:01+0400
Оптимизатор сайтов,1000.0,,USD,Санкт-Петербург,2007-04-24T14:41:41+0400
Прикладной программист С#,1500.0,2500.0,USD,Москва,2007-06-09T12:11:20+0400
Разработчик 1С Предприятие 8.0,1500.0,2500.0,USD,Нур-Султан,2007-07-05T15:56:04+0400
IT Helpdesk Specialist,1600.0,,USD,Москва,2007-04-17T15:29:56+0400
Менеджер отдела продаж / Менеджер по работе с клиентами,1000.0,,USD,Москва,2007-04-17T15:31:52+0400
Оператор Service Desk (HelpDesk) / специалист по поддержке,750.0,850.0,USD,Москва,2007-05-07T14:46:00+0400
Системный программист С#,1800.0,3000.0,USD,Москва,2007-05-14T12:06:36+0400
Стажер-программист,130.0,200.0,USD,Нур-Султан,2007-07-05T15:56:03+0400
Специалист-внедренец 1С,800.0,2000.0,USD,Нур-Султан,2007-07-05T15:56:03+0400
Технический специалист,400.0,1000.0,USD,Москва,2007-04-17T15:43:31+0400
Директор по IT,5000.0,7000.0,USD,Москва,2007-04-17T15:49:07+0400
Программист 1С: 8.0,1200.0,,USD,Нижний Новгород,2007-04-23T15:03:39+0400
Специалист по работе с web-сайтом,350.0,450.0,USD,Нижний Новгород,2007-05-02T11:10:00+0400
Технический специалист,300.0,400.0,USD,Нижний Новгород,2007-05-02T11:10:00+0400
Php-программист,1800.0,,USD,Москва,2007-08-21T11:12:22+0400
Системный администратор,580.0,690.0,USD,Нижний Новгород,2007-04-17T16:19:56+0400
Software test engineer,1000.0,1500.0,USD,Санкт-Петербург,2007-04-17T16:20:04+0400
Программист Delphi,1200.0,1800.0,USD,Санкт-Петербург,2007-06-13T13:09:26+0400
Менеджер,350.0,450.0,USD,Нижний Новгород,2007-04-17T16:24:34+0400
Программист .Net,,1500.0,USD,Москва,2007-04-17T16:31:45+0400
.NET Developer,1000.0,1700.0,USD,Санкт-Петербург,2007-04-17T16:33:12+0400
Разработчик web-приложений,1000.0,1700.0,USD,Санкт-Петербург,2007-04-17T16:36:45+0400
Архитектор Lotus Domino/Notes,2500.0,3500.0,USD,Москва,2007-05-14T12:05:26+0400
Инженер службы технической поддержки,1200.0,1200.0,USD,Москва,2007-04-17T16:38:27+0400
Программист Oracle PL/SQL,1100.0,1600.0,USD,Санкт-Петербург,2007-04-17T16:40:44+0400
Технический писатель,1500.0,2200.0,USD,Москва,2007-06-09T12:08:59+0400
Программист 1 С,1500.0,2000.0,USD,Москва,2007-04-17T16:42:18+0400
Маркетолог,20000.0,40000.0,USD,Москва,2007-04-17T16:43:02+0400
"Старший менеджер, Руководитель отдела продаж",1300.0,2000.0,USD,Москва,2007-04-17T16:46:24+0400
Специалист по контролю версий программы,1500.0,2500.0,USD,Москва,2007-06-09T12:08:04+0400
Software Test Engineer,1000.0,1700.0,USD,Санкт-Петербург,2007-04-17T16:55:30+0400
Менеджер по сопровождению проекта,2000.0,,USD,Москва,2007-04-17T16:55:59+0400
Системный администратор,1100.0,1100.0,USD,Москва,2007-04-17T17:01:04+0400
Телемаркетолог,350.0,,USD,Нижний Новгород,2007-05-21T12:10:37+0400
Специалист внедрения биллинговой системы,1000.0,1650.0,USD,Москва,2007-04-17T17:10:12+0400
Программист VB6,1500.0,2200.0,USD,Москва,2007-06-09T12:10:26+0400
Разработчик MBS Navision,2000.0,2300.0,USD,Москва,2007-04-17T17:14:36+0400
"Системный администратор (МО, г.Звенигород)",2100.0,,USD,Московская область - Запад,2007-05-07T12:22:29+0400
HTML-верстальщик,1000.0,,USD,Москва,2007-04-17T17:32:49+0400
Web-программист,1300.0,,USD,Москва,2007-04-17T17:33:40+0400
Java web-программист,1500.0,,USD,Москва,2007-04-17T17:34:21+0400
Тестер ПО,500.0,700.0,USD,Москва,2007-04-17T17:41:40+0400
Network Administrator (Системный Администратор),1500.0,2000.0,USD,Москва,2007-05-03T18:13:10+0400
PHP-программист,800.0,900.0,USD,Санкт-Петербург,2007-05-03T17:17:54+0400
SEO-менеджер,700.0,800.0,USD,Санкт-Петербург,2007-05-03T17:17:54+0400
Начальник/Зам. Управления информационных технологий,1500.0,2000.0,USD,Москва,2007-06-05T12:09:48+0400
Программист- математик,500.0,800.0,USD,Нижний Новгород,2007-06-09T11:54:43+0400
Специалист по информационным системам (WMS),1700.0,2000.0,USD,Московская область - Восток,2007-04-17T18:15:40+0400
Менеджер активных продаж,500.0,1200.0,USD,Казань,2007-12-05T09:00:30+0300
Web программист,2500.0,,USD,Москва,2007-04-17T19:08:20+0400
Техник/монтажник,800.0,,USD,Москва,2007-05-27T22:51:09+0400
QA engineer,600.0,,USD,Киев,2007-06-01T12:55:29+0400
Linux SysAdmin,800.0,1000.0,USD,Киев,2007-06-01T12:55:29+0400
Junior Java Software Engineer,800.0,,USD,Киев,2007-06-01T12:55:29+0400
.NET разработчик,700.0,1000.0,USD,Ростов-на-Дону,2007-04-17T21:24:50+0400
Программист,1500.0,,USD,Москва,2007-07-30T10:25:54+0400
Начальник отдела информационной безопасности,,1700.0,USD,Москва,2007-07-02T13:47:23+0400
Cистемный администратор,1000.0,,USD,Московская область - Север,2007-06-05T16:00:10+0400
Инженер технической поддержки продаж,800.0,1500.0,USD,Москва,2007-06-05T16:00:52+0400
Системный администратор,600.0,800.0,USD,Москва,2007-06-05T16:06:25+0400
Key Account Manager (well-known Western telecommunication company),3000.0,4000.0,USD,Москва,2007-06-05T16:11:07+0400
Технический писатель,1000.0,1500.0,USD,Москва,2007-07-26T10:25:40+0400
"Инженер-системотехник, ассистент консультанта по ИТ",500.0,900.0,USD,Москва,2007-07-26T10:24:47+0400
Руководитель проектов в сфере ИТ (Project Manager),2000.0,2500.0,USD,Москва,2007-07-26T10:24:34+0400
Ассистент консультанта,300.0,500.0,USD,Санкт-Петербург,2007-07-31T17:42:13+0400
Технический писатель,1500.0,,USD,Москва,2007-09-03T21:56:27+0400
Программист 1С,1000.0,,USD,Санкт-Петербург,2007-06-05T16:29:29+0400
Системный администратор,800.0,1200.0,USD,Санкт-Петербург,2007-06-05T16:32:17+0400
Менеджер по работе с клиентами,700.0,2000.0,USD,Москва,2007-06-05T16:36:11+0400
Инженер-программист систем управления Crestron,1000.0,1500.0,USD,Москва,2007-06-05T16:37:42+0400
Менеджер по продукту (телекоммуникационное оборудование)/Product manager,1500.0,3000.0,USD,Москва,2007-06-05T16:41:54+0400
Менеджер по работе с клиентами,550.0,,USD,Москва,2007-07-03T14:52:13+0400
Оператор базы 1С,650.0,900.0,USD,Москва,2007-06-18T09:45:58+0400
Broadband Sales Manager for well-known Western company,2500.0,4000.0,USD,Москва,2007-06-05T16:52:02+0400
Системный администратор по безопасности информации,1000.0,1200.0,USD,Москва,2007-06-05T17:05:02+0400
Системный администратор,1000.0,1350.0,USD,Санкт-Петербург,2007-06-05T17:08:13+0400
Инженер по обслуживанию Интернет-клиентов,555.0,,USD,Нижний Новгород,2007-06-05T17:09:59+0400
Ведущий программист-аналитик,1300.0,1500.0,USD,Москва,2007-06-05T17:28:42+0400
Программист,1100.0,1800.0,USD,Москва,2007-06-05T17:41:34+0400
Программист-стажёр,,800.0,USD,Москва,2007-06-05T17:42:43+0400
Младший инженер по тестированию ПО (DT302),800.0,800.0,USD,Московская область - Север,2007-07-03T16:40:25+0400
Инженер по тестированию ПО (DT303),1000.0,1000.0,USD,Московская область - Север,2007-07-03T17:30:30+0400
Perl разработчик (D1),800.0,1000.0,USD,Московская область - Север,2007-07-03T17:59:21+0400
Руководитель отдела проектирования,1500.0,2500.0,USD,Москва,2007-06-05T18:12:45+0400
Системный администратор,800.0,1000.0,USD,Санкт-Петербург,2007-06-05T18:22:54+0400
Руководитель тендерного отдела,1200.0,2000.0,USD,Москва,2007-06-05T18:27:59+0400
Documentum Support Specialist,,4000.0,USD,Россия,2007-06-05T19:09:24+0400
Специалист по информационным системам (КПК),1500.0,1800.0,USD,Москва,2007-06-05T19:19:53+0400
IT Manager,1300.0,1500.0,USD,Москва,2007-06-05T19:20:18+0400
Flash-разработчик,2200.0,,USD,Москва,2007-06-05T19:20:46+0400
Программист,1200.0,,USD,Санкт-Петербург,2007-06-05T21:10:41+0400
Программист,1000.0,,USD,Санкт-Петербург,2007-06-05T21:50:15+0400
Программист Navision,1800.0,2500.0,USD,Москва,2007-06-05T23:39:32+0400
Разработчик Microsoft Dynamics AX (Axapta),2500.0,5000.0,USD,Москва,2007-06-06T03:16:43+0400
Инженер связи в отдел информационных технологий,700.0,,USD,Екатеринбург,2007-06-06T08:02:31+0400
Менеджер по рекламе,750.0,,USD,Екатеринбург,2007-06-23T15:13:46+0400
Прикладной программист,500.0,800.0,USD,Самара,2007-06-06T09:20:16+0400
Разработчик\администратор Lotus Notes\Domino,2200.0,2200.0,USD,Москва,2007-07-17T12:45:48+0400
Руководитель проекта внедрения,3500.0,4500.0,USD,Москва,2007-06-06T09:58:12+0400
Менеджер по работе с корпоративными клиентами,1500.0,2500.0,USD,Москва,2007-06-06T10:14:55+0400
Ведущий специалист по управлению дебиторской задолженностью,500.0,1000.0,USD,Москва,2007-06-06T10:22:46+0400
Программист 1С 8.0,2000.0,3000.0,USD,Центральный округ,2007-08-20T10:04:48+0400
Специалист по интранету,1500.0,,USD,Санкт-Петербург,2007-06-06T10:36:07+0400
Системный администратор,150.0,250.0,USD,Москва,2007-06-06T10:37:58+0400
Программист,1000.0,,USD,Москва,2007-06-06T10:38:26+0400
Старший менеджер департамента по развитию новых продуктов,1800.0,2000.0,USD,Москва,2007-07-02T16:46:07+0400
Ведущий программист,1500.0,,USD,Москва,2007-06-06T10:39:22+0400
Ассистент в департамент интернета,800.0,1000.0,USD,Москва,2007-06-13T12:25:38+0400
Information Systems Business Analyst/Software Programmer ( Вакансия БЛМ Консорт код AV),3000.0,4500.0,USD,Москва,2007-06-06T11:07:24+0400
Менеджер по продажам,760.0,,USD,Екатеринбург,2007-06-06T11:09:58+0400
Консультант - аналитик,960.0,,USD,Екатеринбург,2007-06-06T11:15:40+0400
Менеджер направления,760.0,,USD,Екатеринбург,2007-06-06T11:18:25+0400
Инженер по сетям передачи данных,760.0,,USD,Екатеринбург,2007-06-06T11:20:03+0400
"3d-моделлер, дизайнер",300.0,700.0,USD,Воронеж,2007-06-06T11:30:59+0400
Cистемный администратор в центр сервисного обслуживания,1500.0,1500.0,USD,Москва,2007-06-06T11:43:17+0400
Технический консультант по мобильным телефонам,700.0,900.0,USD,Москва,2007-06-27T18:33:57+0400
Managing Director,,5000.0,USD,Москва,2007-06-06T11:49:53+0400
Руководитель группы разработчиков,2000.0,2300.0,USD,Санкт-Петербург,2007-06-06T12:11:18+0400
Менеджер по работе с клиентами,450.0,500.0,USD,Москва,2007-06-06T12:20:24+0400
Специалист по внедрению и сопровождению ИС,600.0,,USD,Харьков,2007-06-06T12:21:24+0400
Специалист по продвижению сайтов,300.0,700.0,USD,Воронеж,2007-06-06T12:23:10+0400
Инженер-программист. Разработчик на Oracle,600.0,,USD,Харьков,2007-06-06T12:25:45+0400
Веб-разработчик,300.0,700.0,USD,Воронеж,2007-06-06T12:29:38+0400
Веб-дизайнер,300.0,700.0,USD,Воронеж,2007-06-06T12:37:53+0400
SME Business Development Manager (Telesales) for Oracle CIS SME Center (Moscow based),1700.0,,USD,Москва,2007-06-06T12:41:46+0400
Менеджер проекта (редактор сайта),500.0,,USD,Екатеринбург,2007-07-06T08:44:01+0400
Системный инженер,1500.0,2000.0,USD,Москва,2007-06-06T12:51:45+0400
Менеджер по продажам,900.0,1960.0,USD,Челябинск,2007-06-06T13:01:26+0400
Product manager (мобильный контент),1200.0,1500.0,USD,Москва,2007-07-11T13:17:51+0400
Инженер-программист J2EE,500.0,,USD,Харьков,2007-06-06T13:07:10+0400
Инженер-программист .NET,500.0,,USD,Харьков,2007-06-06T13:11:01+0400
Сервис инженер CCTV,1700.0,,USD,Москва,2007-07-02T10:40:33+0400
Программист,300.0,500.0,USD,Волгоград,2007-06-06T13:57:00+0400
Специалист по технической поддержке,1200.0,1500.0,USD,Москва,2007-06-06T14:02:19+0400
Ведущий инженер Unix,1800.0,2000.0,USD,Москва,2007-06-06T14:03:19+0400
Web-мастер/Верстальщик,700.0,950.0,USD,Москва,2007-06-06T14:05:05+0400
PHP-программист,1150.0,,USD,Москва,2007-06-06T14:08:29+0400
Специалист по сопровождению справочников и классификаторов,2000.0,,USD,Москва,2007-06-14T09:06:38+0400
Internet-маркетолог,1500.0,,USD,Москва,2007-06-27T19:45:21+0400
Системный администратор,1150.0,1200.0,USD,Москва,2007-06-06T14:30:23+0400
Regulyatirs Sales Manager,1000.0,2000.0,USD,Алматы,2007-06-06T14:41:21+0400
Вебмастер- верстальщик,650.0,900.0,USD,Санкт-Петербург,2007-06-06T14:44:20+0400
Программист,1500.0,,USD,Москва,2007-07-06T19:41:34+0400
Ведущий QA инженер,3000.0,4000.0,USD,Россия,2007-07-05T12:57:23+0400
Account Manager ( Enterprise Department),7000.0,12000.0,USD,Москва,2007-06-06T15:14:26+0400
Менеджер по работе с дилерами,1200.0,1700.0,USD,Москва,2007-06-06T15:20:25+0400
Ведущий специалист группы телекоммуникаций ОИТ,300.0,360.0,USD,Астрахань,2007-06-06T15:31:11+0400
Web-nporpaммист/ Web-верстальщик,500.0,,USD,Москва,2007-06-06T15:40:44+0400
Ассистент Отдела продаж Депортамента прямых продаж рекламы,600.0,800.0,USD,Москва,2007-06-25T09:43:03+0400
Программист ASP.NET,2000.0,,USD,Москва,2007-07-23T09:32:13+0400
Программист .NET,1900.0,2200.0,USD,Москва,2007-07-02T09:21:35+0400
Ассистент отдела интернет-решений и розничных продаж,600.0,700.0,USD,Москва,2007-07-09T13:16:04+0400
Специалист по монтажу СКС,700.0,800.0,USD,Москва,2007-06-06T16:14:47+0400
Сервис-администратор,600.0,,USD,Москва,2007-07-02T10:45:30+0400
Руководитель проекта по внедрению ERP системы,3500.0,4500.0,USD,Москва,2007-06-06T16:35:29+0400
"Системный администратор, менеджет по ИТ",900.0,1200.0,USD,Москва,2007-06-06T16:52:05+0400
"Руководитель проектов, заместитель директора по программным разработкам",2500.0,,USD,Москва,2007-06-06T16:56:40+0400
Менеджер по продажам,1400.0,1500.0,USD,Москва,2007-06-06T17:01:43+0400
Менеджер по маркетингу,1200.0,2000.0,USD,Москва,2007-06-13T18:26:29+0400
Руководитель проекта MS Dynamics AX,5000.0,7000.0,USD,Москва,2007-06-06T17:08:18+0400
Оператор службы поддержки,,500.0,USD,Москва,2007-06-06T17:14:32+0400
Инженер / Системный администратор ночной смены (сменный график),2000.0,3000.0,USD,Москва,2007-07-02T16:46:05+0400
Системный администратор,1000.0,1300.0,USD,Москва,2007-06-06T17:15:07+0400
Инженер по обслуживанию AXE-10,1700.0,,USD,Москва,2007-07-06T10:05:15+0400
Программист 1С 8,2000.0,2800.0,USD,Москва,2007-06-26T13:44:12+0400
С# WinForms разработчик (TM44),1500.0,1500.0,USD,Санкт-Петербург,2007-11-02T18:51:50+0300
Ruby developer,1200.0,1500.0,USD,Санкт-Петербург,2007-07-17T12:47:35+0400
Инженер группы технической поддержки,1000.0,,USD,Нижний Новгород,2007-06-06T18:03:59+0400
Бизнес- аналитик,2500.0,,USD,Москва,2007-07-09T09:18:45+0400
Ведущий web-дизайнер,1700.0,2000.0,USD,Москва,2007-06-06T18:58:17+0400
Контент-менеджер на удаленную работу в г. Домодедово,400.0,600.0,USD,Москва,2007-06-21T16:21:19+0400
Менеджер по программным продуктам/Software product manager,1500.0,3000.0,USD,Москва,2007-06-06T19:17:06+0400
Helpdesk Administrator / Администратор службы поддержки пользователей,1500.0,2000.0,USD,Москва,2007-06-06T19:30:46+0400
Специалист по тестированию,1200.0,1800.0,USD,Москва,2007-07-02T19:26:58+0400
Менеджер по поддержке,1000.0,,USD,Россия,2007-06-06T19:47:51+0400
Диспетчер технической поддержки,1100.0,1200.0,USD,Москва,2007-11-23T09:43:23+0300
Администратор афиши и каталога развлекательного сайта,330.0,370.0,USD,Нижний Новгород,2007-06-25T13:56:52+0400
Системный администратор,800.0,1000.0,USD,Санкт-Петербург,2007-06-20T12:17:55+0400
Системный администратор,800.0,,USD,Новосибирск,2007-06-21T13:11:29+0400
Исполнительный директор,5000.0,7000.0,USD,Дудинка (Красноярский край),2007-06-07T08:12:32+0400
Бизнес-аналитик,700.0,1000.0,USD,Челябинск,2007-06-07T08:20:41+0400
Web-программист,800.0,,USD,Санкт-Петербург,2007-06-07T08:26:36+0400
Программный директор,1100.0,,USD,Санкт-Петербург,2007-06-07T08:26:59+0400
Менеджер по продажам в телекоммуникационную компанию,1600.0,2400.0,USD,Москва,2007-07-01T20:01:05+0400
Администратор Базы Клиентов,750.0,1150.0,USD,Екатеринбург,2007-06-27T14:43:29+0400
Системный администратор,1300.0,,USD,Москва,2007-06-07T09:26:31+0400
Топ-специалист/руководитель проектов по консалтингу в управленческом и бухгалтерском учете,1000.0,2000.0,USD,Ярославль,2007-06-07T09:26:55+0400
Руководитель проектов по продвижению и развитию (ИТ-сфера),920.0,2200.0,USD,Ярославль,2007-06-07T09:28:51+0400
Менеджер по работе с клиентами (направления IT-аутсорсинг),500.0,,USD,Нижний Новгород,2007-07-04T18:28:22+0400
Эксперт Управления процессинга Департамента IT (в Банк),4000.0,4500.0,USD,Москва,2007-06-07T09:38:29+0400
Cпециалист по ITIL (в Банк),2500.0,2700.0,USD,Москва,2007-06-07T09:41:39+0400
Администратор банковских систем,,2200.0,USD,Москва,2007-06-07T09:43:21+0400
Главный специалист по внедрению и сопровождению АБС (в Банк),,2200.0,USD,Москва,2007-06-07T09:44:27+0400
Разработчик корпоративного хранилища данных (в Банк),4000.0,4000.0,USD,Москва,2007-06-07T09:45:59+0400
Эксперт в Департамент IT (в Банк),,2300.0,USD,Москва,2007-06-07T09:47:12+0400
Консультант-стажер по внедрению ERP (SAP_SS),600.0,1000.0,USD,Москва,2007-06-07T09:48:03+0400
"Веб-программист / Web-developer (ASP.NET, C#)",2000.0,2500.0,USD,Москва,2007-06-13T14:01:13+0400
Консультант по внедрению MS CRM (C_CRM),1500.0,2000.0,USD,Москва,2007-06-07T09:56:00+0400
Инженер тех.поддержки,,900.0,USD,Московская область - Юг,2007-06-07T09:58:32+0400
Начальник отдела продаж,500.0,1000.0,USD,Казань,2007-06-07T10:19:03+0400
"Специалист по внедрению системы бюджетирования (бюджетирование, Cognos )",1700.0,3000.0,USD,Москва,2007-06-07T10:24:22+0400
Программист-стажер ABAP SAP R/3,800.0,1500.0,USD,Москва,2007-06-07T10:24:52+0400
Cпециалист направления систем видеонаблюдения,1000.0,,USD,Москва,2007-06-07T10:25:29+0400
Менеджер проектов,2000.0,,USD,Москва,2007-06-07T10:27:31+0400
Программист,1000.0,,USD,Москва,2007-06-07T10:28:20+0400
Менеджер по территориальному развитию (Territory Sales Manager),1800.0,3000.0,USD,Москва,2007-09-24T14:28:35+0400
Программист (начальник отдела сопровождения и разработки ПО),1000.0,2000.0,USD,Москва,2007-06-07T10:32:34+0400
Программист C/AL MS Navision,,1500.0,USD,Москва,2007-06-07T10:32:54+0400
Менеджер по работе с партнерами (Key account manager),1300.0,2000.0,USD,Москва,2007-07-03T10:32:07+0400
Программист Visual C++,750.0,2300.0,USD,Ярославль,2007-06-07T10:37:22+0400
Руководитель проекта внедрения ERP-системы со стороны заказчика,4000.0,5000.0,USD,Москва,2007-06-07T10:42:03+0400
"Разработчик (PL/SQL, C++/Oracle)",1700.0,2300.0,USD,Москва,2007-06-18T09:45:07+0400
"Менеджер по продажам (финансовые, консалтинговые, аутсорсинговые,IT-услуги)",800.0,2000.0,USD,Москва,2007-06-07T10:55:27+0400
Специалист по CRM,700.0,800.0,USD,Москва,2007-06-26T12:23:49+0400
"Бухгалтер на участок "" банк-клиент """,700.0,850.0,USD,Москва,2007-08-27T11:08:27+0400
Программист 1С 8.0,2500.0,2600.0,USD,Москва,2007-06-07T11:08:36+0400
Веб мастер,500.0,800.0,USD,Москва,2007-06-07T11:10:21+0400
PHP-программист,1000.0,1500.0,USD,Москва,2007-06-07T11:14:38+0400
Разработчик интеллектуальных услуг (С++),2000.0,3000.0,USD,Москва,2007-06-07T11:16:24+0400
Менеджер по продажам / менеджер по работе с клиентами,500.0,1500.0,USD,Москва,2007-06-15T18:11:31+0400
Программист,500.0,1000.0,USD,Краснодар,2007-06-07T11:21:38+0400
Менеджер в отдел сопровождения ПО,500.0,1000.0,USD,Краснодар,2007-06-07T11:22:35+0400
WEB Разработчик PHP & MySQL,1500.0,2000.0,USD,Москва,2007-06-07T11:25:33+0400
Тестировщик,1300.0,,USD,Москва,2007-06-07T11:30:52+0400
Инженер по испытаниям,690.0,,USD,Екатеринбург,2007-06-07T11:31:17+0400
Руководитель проектов,2000.0,3500.0,USD,Москва,2007-06-07T11:32:31+0400
Специалист по поддержке SAP R/3 (FI/CO модуль),3500.0,4000.0,USD,Москва,2007-06-07T11:55:31+0400
Администратор сайта,800.0,1200.0,USD,Москва,2007-06-07T12:06:00+0400
Оператор базы данных,600.0,,USD,Москва,2007-06-15T12:23:56+0400
Программист 1С,800.0,800.0,USD,Пермь,2007-06-07T12:27:08+0400
Программист IP-телефонии,400.0,500.0,USD,Новосибирск,2007-06-28T16:55:39+0400
Специалист технической поддержки,900.0,,USD,Москва,2007-06-07T12:36:27+0400
Аналитик,560.0,750.0,USD,Самара,2007-06-07T12:36:38+0400
Администратор ИС,,1700.0,USD,Москва,2007-06-25T09:36:01+0400
Менеджер по работе с клиентами,700.0,2000.0,USD,Москва,2007-06-07T12:52:28+0400
Системный администратор,1200.0,1200.0,USD,Москва,2007-06-07T12:52:38+0400
Бизнес- аналитик (автоматизация складских комплексов),2500.0,3000.0,USD,Москва,2007-07-02T10:22:05+0400
Системный администратор,800.0,1000.0,USD,Киев,2007-07-02T20:01:48+0400
Менеджер направления,,2500.0,USD,Москва,2007-06-07T13:25:56+0400
Инженер-проектировщик/ Специалист AutoCad (возм. без опыта работы),700.0,800.0,USD,Москва,2007-06-25T10:36:45+0400
Программист-разработчик,1000.0,,USD,Московская область - Север,2007-08-01T09:26:36+0400
Системный администратор (Unix),2000.0,,USD,Москва,2007-06-07T13:36:21+0400
Стажер-Разработчик ABAP SAP R/3,1000.0,3000.0,USD,Москва,2007-06-07T13:48:52+0400
Специалист по поддержке пользователей,700.0,850.0,USD,Санкт-Петербург,2007-07-09T11:48:45+0400
Аналитик в отдел продаж тепловой автоматики,1000.0,1500.0,USD,Москва,2007-06-07T13:53:09+0400
Администратор баз данных MS SQL,1200.0,1500.0,USD,Москва,2007-06-07T13:56:08+0400
Web-дизайнер,1200.0,1500.0,USD,Москва,2007-06-07T13:57:16+0400
Художник в компанию по разработке игр для мобильных телефонов,1500.0,,USD,Москва,2007-09-03T18:43:31+0400
Инженер-программист АСУ ТП,1800.0,2400.0,USD,Ханты-Мансийск,2007-06-07T14:13:58+0400
Системный администратор,700.0,,USD,Москва,2007-06-07T14:16:26+0400
Сервис Инженер,2000.0,3000.0,USD,Москва,2007-06-07T14:17:20+0400
Программист 1С,550.0,1000.0,USD,Ярославль,2007-08-03T15:49:21+0400
"Специалист по проектированию систем домашних кинотеатров, ""Умный дом"".",1500.0,2500.0,USD,Москва,2007-06-07T14:36:12+0400
Системный администратор,,1000.0,USD,Москва,2007-06-07T14:40:45+0400
Начальник отдела по работе с внешней торговой сетью,1350.0,,USD,Екатеринбург,2007-06-07T14:43:16+0400
