name,salary_from,salary_to,salary_currency,area_name,published_at
JAVA программист,1000.0,1500.0,USD,Москва,2005-10-12T16:02:16+0400
Менеджер по продажам IT консалтинга,,4000.0,USD,Москва,2005-10-12T16:02:16+0400
Начальник Отдела методологии банковских технологий,,1800.0,USD,Москва,2005-10-03T11:58:47+0400
Разработчик Lotus Notes,,1300.0,USD,Москва,2005-09-12T14:09:26+0400
Программист,1800.0,2000.0,USD,Москва,2005-11-28T17:16:05+0300
Project manager,,1500.0,USD,Москва,2005-10-24T16:43:11+0400
Technical Sales Manager (Telecommunication),,2500.0,USD,Москва,2005-10-10T15:54:57+0400
"Consultant, Senior Consultant ( IT audit)",,3500.0,USD,Москва,2005-09-12T15:45:31+0400
Контент-менеджер в известную Интернет-компанию,,400.0,USD,Москва,2005-10-10T10:28:35+0400
Инженер по серверам,,900.0,USD,Москва,2005-09-12T16:56:46+0400
Руководитель/специалист группы «Клиент-Банк» в банк,,1200.0,USD,Москва,2005-09-12T17:05:00+0400
Программист Диасофт-5NT,,1800.0,USD,Москва,2005-09-12T17:11:35+0400
Software Developer,,3000.0,USD,Россия,2005-12-18T23:14:43+0300
Менеджер ИТС (информационно-технологического сопровождения),,600.0,USD,Москва,2005-09-28T17:06:17+0400
Менеджер-координатор,,600.0,USD,Москва,2005-09-12T18:45:06+0400
Менеджер интернет-рекламы,,600.0,USD,Москва,2005-09-28T17:06:17+0400
Менеджер по продаже 1С,,700.0,USD,Москва,2005-09-28T17:06:17+0400
Оптимизатор Сайтов,,800.0,USD,Москва,2005-09-28T17:06:16+0400
Преподаватель 1С,,600.0,USD,Москва,2005-09-28T17:06:16+0400
Программист 1С,,800.0,USD,Москва,2005-09-28T17:06:15+0400
Программист внедренец 1С,,600.0,USD,Москва,2005-09-28T17:06:15+0400
Руководитель отдела продаж (1С Франчайзи),,800.0,USD,Москва,2005-09-28T17:06:15+0400
Администратор 1С,,1700.0,USD,Москва,2005-10-10T12:50:21+0400
Программист,,1200.0,USD,Москва,2005-10-17T07:51:00+0400
Программист Visual Basic,,1200.0,USD,Москва,2005-10-17T07:51:00+0400
Сотрудник службы поддержки пользователей (IT-специалист) в западный банк (IKh- IB/1),,1100.0,USD,Москва,2005-10-10T15:54:58+0400
Ведущий специалист Отдела регламентации и описания бизнес-процессов,,1500.0,USD,Москва,2005-09-26T10:28:38+0400
Программист 1С 7.7,,1500.0,USD,Москва,2005-09-13T10:17:21+0400
Администратор баз данных,,1000.0,USD,Екатеринбург,2005-09-13T10:19:43+0400
Руководитель Отдела тестирования,,1000.0,USD,Москва,2005-09-13T10:47:31+0400
Менеджер проектов,,1000.0,USD,Москва,2005-09-13T11:19:30+0400
Технолог (Департамент банковских технологий Дирекции развития банковских технологий),,2000.0,USD,Москва,2005-09-13T11:51:29+0400
Технолог (Департамент банковских технологий Дирекции развития банковских технологий),,2000.0,USD,Москва,2005-09-13T12:00:59+0400
Системный администратор,,1000.0,USD,Москва,2005-09-13T12:14:50+0400
Php программист,,1200.0,USD,Москва,2005-09-13T12:18:20+0400
Программист 1С,1300.0,1500.0,USD,Россия,2005-11-07T11:08:49+0300
Журналист-фотограф для работы с тематическими каталогами сайтов.,,450.0,USD,Москва,2005-09-13T12:56:37+0400
Программист.,,1000.0,USD,Москва,2005-10-20T10:50:07+0400
"Программист (Программист, специалист по VoIP)",,1000.0,USD,Санкт-Петербург,2005-10-12T17:10:06+0400
"Дизайнер (интерфейсы, промышленный дизайн)",,450.0,USD,Санкт-Петербург,2005-10-12T17:10:06+0400
"Специалист по SAP / R3 (модули MM, SD). Код вакансии: ""НВ-ММ""",,5000.0,USD,Москва,2005-09-13T13:52:23+0400
Менеджер по продажам,,2000.0,USD,Москва,2005-11-22T17:18:07+0300
"Специалист по SAP / R3 (модули FI, FI-AA). Код вакансии: ""НВ-FIAA""",,5500.0,USD,Москва,2005-09-13T14:03:08+0400
"Специалист по SAP / R3 (FI-CO). Код вакансии: ""НВ-FICO""",,5500.0,USD,Москва,2005-09-13T14:16:49+0400
Системный администратор,,1200.0,USD,Москва,2005-09-13T14:33:52+0400
Менеджер проекта (Java приложения и игры (J2ME),,1000.0,USD,Москва,2005-09-13T14:34:45+0400
Менеджер проекта (Java приложения и игры (J2ME),,1000.0,USD,Москва,2005-09-13T14:37:39+0400
Региональный представитель по сервису,,1000.0,USD,Екатеринбург,2005-09-13T14:48:23+0400
Linux kernel engineer,,2000.0,USD,Москва,2005-10-04T12:24:10+0400
Программист-аналитик,,1400.0,USD,Москва,2005-09-13T15:00:20+0400
Сотрудник на проверку компьютерной техники,,250.0,USD,Москва,2005-09-13T15:25:44+0400
Специалист технической поддержки ПО,,500.0,USD,Москва,2005-09-13T15:30:24+0400
Ведущий программист,,1500.0,USD,Москва,2005-09-13T15:51:41+0400
Ведущий менеджер по продажам,,2500.0,USD,Москва,2005-10-28T10:45:22+0400
Методолог банковских продуктов,,2200.0,USD,Москва,2005-09-13T16:49:20+0400
PDA (Palm/PocketPC) developer,,1300.0,USD,Санкт-Петербург,2005-09-13T16:52:45+0400
Менеджер по продажам,,1500.0,USD,Новосибирск,2005-10-28T10:46:15+0400
Сотрудник службы Helpdesk,,1000.0,USD,Москва,2005-09-13T17:51:06+0400
Менеджер службы качества,,1000.0,USD,Москва,2005-09-13T17:51:33+0400
ПРОГРАММИСТ 1C,,1500.0,USD,Москва,2005-10-03T10:28:58+0400
Ведущий программист,,1500.0,USD,Москва,2005-09-13T17:58:35+0400
Системный администратор,,1500.0,USD,Москва,2005-09-13T18:04:12+0400
Ведущий программист,,1500.0,USD,Москва,2005-09-13T18:06:45+0400
Ведущий программист,,1500.0,USD,Москва,2005-09-13T18:13:29+0400
Ведущий программист,,1500.0,USD,Москва,2005-09-13T18:17:36+0400
Менеджер по телекоммуникациям в компанию - системный интегратор в области автоматизации торговых предприятий,,1700.0,USD,Москва,2005-09-22T12:12:02+0400
Старший программист,,1000.0,USD,Москва,2005-09-13T18:22:28+0400
"Разработчик, консультант в области розничной торговли.",,2000.0,USD,Москва,2005-09-30T16:38:52+0400
ПРОГРАММИСТ,,2200.0,USD,Москва,2005-10-24T21:20:50+0400
Программист-разработчик Aхapta,,2200.0,USD,Москва,2005-10-24T21:20:50+0400
Администратор МS SQL,,1700.0,USD,Москва,2005-09-13T19:07:36+0400
Специалист по работе с вендорами,,1000.0,USD,Москва,2005-09-19T19:23:25+0400
Менеджер по продажам,,1000.0,USD,Москва,2005-10-24T09:56:18+0400
Специалист по информационным системам,,1250.0,USD,Москва,2005-09-13T20:48:52+0400
Программист,,800.0,USD,Москва,2005-09-14T09:32:04+0400
Старший программист,,1000.0,USD,Москва,2005-09-14T09:35:48+0400
Старший программист,,1000.0,USD,Москва,2005-09-14T09:40:08+0400
Технический специалист в банк,,450.0,USD,Москва,2005-09-14T09:59:07+0400
Технический эксперт по оборудованию беспроводной связи,,1500.0,USD,Москва,2005-12-05T09:17:59+0300
Менеджер по ресурсам (крупная западная ИТ компания),,4500.0,USD,Москва,2005-09-14T10:20:48+0400
Delphi/MS SQL Project Leader,,2000.0,USD,Санкт-Петербург,2005-09-14T10:28:54+0400
Системный администратор,,1000.0,USD,Москва,2005-09-14T10:35:38+0400
Senior Delphi/MS SQl Developer,,1500.0,USD,Санкт-Петербург,2005-09-14T10:36:58+0400
"Delphi, MS SQL Developer",,1000.0,USD,Санкт-Петербург,2005-09-14T10:40:37+0400
Программист для разработки ПО для LINUX,,600.0,USD,Москва,2005-09-14T11:27:01+0400
Project Marketing Assistant (temporary),,350.0,USD,Москва,2005-09-14T11:56:23+0400
Системный администратор*,,1500.0,USD,Москва,2005-09-14T11:57:11+0400
Инженер связи,,800.0,USD,Москва,2005-10-03T16:24:54+0400
Консультант Axapta,,2500.0,USD,Москва,2005-09-14T12:08:43+0400
Руководитель проектов / Project manager по внедрению MBS Axapta,,4000.0,USD,Москва,2005-09-14T12:19:59+0400
"Менеджер по продажам ERP (Axapta, Navision, Oracle, SAP)",,3000.0,USD,Москва,2005-09-14T12:48:09+0400
Региональный менеджер (RT-1174-SS-SM),,1500.0,USD,Москва,2005-10-10T10:14:39+0400
UNIX Администратор (система Голосовой почты),,1300.0,USD,Москва,2005-10-12T16:24:51+0400
Инженер в технический отдел,,500.0,USD,Москва,2005-09-14T13:52:46+0400
Исполнительный директор,,2000.0,USD,Москва,2005-09-14T13:57:05+0400
Региональный менеджер,,1200.0,USD,Москва,2005-09-14T13:57:42+0400
Helpdesk Supervisor of 24x7 desktop support team.,,2500.0,USD,Москва,2005-09-14T14:15:08+0400
Voice & Network Engineer,,2500.0,USD,Москва,2005-10-10T09:51:17+0400
Helpdesk Specialist.,,1500.0,USD,Москва,2005-09-14T14:38:22+0400
Менеджер по работе с корпоративными клиентами,,1300.0,USD,Москва,2005-10-13T10:12:21+0400
Technical Business Analyst (Bank),,2500.0,USD,Москва,2005-10-10T09:50:06+0400
Программист,,1700.0,USD,Москва,2005-09-14T15:13:55+0400
Системный Администратор,,1800.0,USD,Москва,2005-10-10T09:50:42+0400
Директор по развитию,,3000.0,USD,Москва,2005-09-14T15:21:04+0400
"Менеджер по развитию бизнеса (Иностранная компания, оборудование и услуги для горно-добывающей промышленности)",,3500.0,USD,Москва,2005-09-14T15:29:30+0400
Программист,,1500.0,USD,Москва,2005-09-14T15:44:29+0400
Программист-администратор 1С,,1700.0,USD,Москва,2005-10-10T12:50:21+0400
Тестировщик ПО,,900.0,USD,Москва,2005-09-14T16:32:54+0400
Системный администратор,,1000.0,USD,Москва,2005-09-14T16:37:59+0400
Менеджер по работе с клиентами ERP-систем (Navision),,2000.0,USD,Москва,2005-09-14T16:49:34+0400
КОНСУЛЬТАНТ ПО ВНЕДРЕНИЮ ИС ( NAVISION),,2000.0,USD,Москва,2005-09-14T16:53:07+0400
Разработчик Microsoft.Net,,1200.0,USD,Москва,2005-09-14T17:01:12+0400
Специалист по информационному сопровождению,,550.0,USD,Москва,2005-10-26T11:44:00+0400
Программист 1 С,,1000.0,USD,Москва,2005-09-29T17:41:20+0400
Администратор Lotus Notes\Domino.,,1500.0,USD,Москва,2005-11-15T14:19:32+0300
Инженер по продажам в крупную компанию - производитель диагностического оборудования для телекоммуникационной отрасли,,1500.0,USD,Москва,2005-10-10T09:09:14+0400
Руководитель проекта в софтверную компанию,,2000.0,USD,Москва,2005-12-08T09:23:52+0300
Бизнес-аналитик (автоматизация),,1500.0,USD,Москва,2005-09-14T18:06:05+0400
ИНЖЕНЕР ТЕХНИЧЕСКОЙ ПОДДЕРЖКИ (высшего уровня),,1500.0,USD,Москва,2005-09-14T18:06:43+0400
СИСТЕМНЫЙ АДМИНИСТРАТОР,,1800.0,USD,Москва,2005-10-17T18:49:24+0400
Методолог / Проектировщик Банковских продуктов,,2200.0,USD,Москва,2005-09-14T18:30:19+0400
Программист Access,,1300.0,USD,Москва,2005-10-10T09:58:31+0400
Системный администратор,,1100.0,USD,Москва,2005-09-15T10:04:24+0400
Консультант по бухгалтерскому и налоговому учёту (специалист по внедрению 1С:Бухгалтерия 7.7),,1500.0,USD,Москва,2005-09-15T10:27:14+0400
Программист,,1000.0,USD,Москва,2005-09-28T14:37:18+0400
РУКОВОДИТЕЛЬ ПРОЕКТА,,2000.0,USD,Москва,2005-11-22T09:28:57+0300
Инженер по эксплуатации здания,600.0,800.0,USD,Москва,2005-11-07T15:29:53+0300
Менеджер проектов,,4000.0,USD,Москва,2005-09-15T12:12:59+0400
Старший системный администратор (код: SU-SA),,2000.0,USD,Москва,2005-09-15T12:23:47+0400
Ассистент в отделе продаж,,1000.0,USD,Москва,2005-09-15T12:24:07+0400
Бизнес-консультант (код: BC-BO-F),,3000.0,USD,Москва,2005-09-15T12:25:20+0400
Программист VB (код: VBCD-F1),,1200.0,USD,Москва,2005-09-15T12:28:31+0400
"Программист C++, SQL (код: CSQL-LS)",,1400.0,USD,Москва,2005-09-15T12:29:49+0400
"Администратор БД, программист (код: DBA-LS)",,1400.0,USD,Москва,2005-09-15T12:31:20+0400
Менеджер по продажам (код: SM),,2500.0,USD,Москва,2005-09-15T12:33:41+0400
Старший бизнес-аналитик (SBC- F1),,3000.0,USD,Москва,2005-09-15T12:38:01+0400
Тестировщик (QA- Re),,800.0,USD,Москва,2005-09-15T12:39:23+0400
Программист C++ (код: C++ D-F1),,1200.0,USD,Москва,2005-09-15T12:40:35+0400
"Программист C, Java (код: CJ-RP)",,1000.0,USD,Москва,2005-09-15T12:43:35+0400
Аналитик-проектировщик системы Банк-клиент,,2000.0,USD,Москва,2005-10-11T11:09:30+0400
WEB разработчик / Разработчик (WebD-FC),,1200.0,USD,Москва,2005-09-15T12:44:52+0400
Менеджер проектов (код: PM-FT),,2000.0,USD,Москва,2005-09-15T12:46:13+0400
Программист,,1200.0,USD,Москва,2005-09-15T13:26:19+0400
Системный Администратор компании-провайдеру мобильного контента,,1000.0,USD,Москва,2005-09-23T10:40:28+0400
Программист 1С,,1500.0,USD,Москва,2005-09-15T15:20:09+0400
"Pre-sale инженер, VoIP",1000.0,1000.0,USD,Москва,2005-10-28T10:38:22+0400
"Product manager. Код вакансии ""Оптималь""",,5000.0,USD,Москва,2005-09-27T11:24:34+0400
SOFTWARE DEVELOPER,,1800.0,USD,Москва,2005-10-10T09:52:05+0400
ELBA (ELECTRONIC BANKING SYSTEMS) SUPPORT ENGINEER,,2000.0,USD,Москва,2005-09-15T16:48:35+0400
РУКОВОДИТЕЛЬ НАПРАВЛЕНИЯ ПО ПРОДАЖЕ ФИНАНСОВЫХ БИЗНЕС РЕШЕНИЙ,,8000.0,USD,Москва,2005-09-15T16:51:38+0400
LOTUS NOTES ADMINISTRATOR,,2000.0,USD,Москва,2005-10-10T09:53:28+0400
Инженер по телекоммуникациям,,800.0,USD,Москва,2005-09-15T16:57:12+0400
МЕНЕДЖЕР ПО ПРОДАЖАМ ИНФОРМАЦИОННЫХ УСЛУГ(СЫРЬЕВОЙ СЕКТОР),,6000.0,USD,Москва,2005-10-11T10:01:48+0400
APPLICATIONS SUPPORT SPECIALIST(BANK),,2000.0,USD,Москва,2005-09-15T17:09:19+0400
Начальник отдела инженерных систем,,2000.0,USD,Москва,2005-09-15T17:10:44+0400
Начальник отдела инженерных систем,,2000.0,USD,Москва,2005-09-15T17:11:40+0400
Руководитель проектов/инженер по комплексным системам безопасности,,1500.0,USD,Москва,2005-09-15T17:13:44+0400
Руководитель проектов/инженер по презентационным (мультимедиа) системам,,1500.0,USD,Москва,2005-09-15T17:14:46+0400
BUSINESS PROCESS ENGINEER OF IT DIVISION,,2000.0,USD,Москва,2005-09-15T17:16:17+0400
SYSTEMS ADMINISTRATOR (UNIX),,1400.0,USD,Москва,2005-09-15T17:20:39+0400
Администратор баз данных,,1000.0,USD,Москва,2005-09-15T17:22:11+0400
WEB ADMINISTRATOR,,1800.0,USD,Москва,2005-09-15T17:24:22+0400
Региональный менеджер по развитию бизнеса ЮФО,,2500.0,USD,Москва,2005-09-15T17:32:31+0400
Менеджер по проектам ИБП,,2500.0,USD,Москва,2005-09-15T17:34:04+0400
Региональный менеджер по развитию бизнеса,,2500.0,USD,Москва,2005-09-15T17:37:41+0400
Менеджер по продажам и развитию бизнеса (IK-V-SM),,2500.0,USD,Москва,2005-10-10T15:54:58+0400
Аналитик,,1500.0,USD,Москва,2005-09-15T18:47:16+0400
Специалист_1С,,1300.0,USD,Москва,2005-09-15T21:28:59+0400
Главный инженер проекта в крупный системный интегратор,,3000.0,USD,Москва,2005-11-01T13:28:38+0300
Технический менеджер,,850.0,USD,Москва,2005-09-16T10:21:58+0400
Программист Delphi,,10.0,USD,Киев,2005-10-20T11:21:31+0400
Менеджер по проектам,,1500.0,USD,Москва,2005-09-16T11:23:59+0400
Веб-программист,,1000.0,USD,Москва,2005-09-16T11:32:08+0400
Специалист по внедрению АСУ в крупный холдинг,,2000.0,USD,Москва,2005-09-27T18:43:55+0400
Системный администратор,,900.0,USD,Москва,2005-10-12T11:18:43+0400
Менеджер по персоналу,,600.0,USD,Москва,2005-09-16T12:08:32+0400
Менеджер по работе с ключевыми клиентами,,5000.0,USD,Москва,2005-09-16T12:12:25+0400
Менеджер по работе с корпоративными клиентами,,1500.0,USD,Москва,2005-09-16T12:43:34+0400
РУКОВОДИТЕЛЬ СЕКТОРА ПРОДАЖ,,4000.0,USD,Москва,2005-09-16T13:02:59+0400
Helpdesk Supervisor of 24x7 desktop support team,,3000.0,USD,Москва,2005-09-16T13:27:57+0400
Программист С++,,2000.0,USD,Москва,2005-09-16T13:32:30+0400
"Менеджер по продажам расходных материалов, маркировочного оборудования",,1500.0,USD,Москва,2005-09-16T13:46:07+0400
Инженер-разработчик встраиваемых систем,,700.0,USD,Санкт-Петербург,2005-10-12T10:29:17+0400
Начальник отдела по работе с партнерами,,2000.0,USD,Москва,2005-09-16T14:53:44+0400
ДИРЕКТОР НАПРАВЛЕНИЯ (контент-провайдинг),,3000.0,USD,Москва,2005-10-10T12:29:45+0400
Специалист службы технической поддержки,,900.0,USD,Москва,2005-09-16T15:32:26+0400
Старший разработчик ПО (Oracle),,1500.0,USD,Москва,2005-10-12T16:24:51+0400
СИСТЕМНЫЙ АДМИНИСТРАТОР,,1000.0,USD,Москва,2005-09-16T16:04:59+0400
Аналитик-Проектировщик,,1200.0,USD,Москва,2005-09-16T16:45:52+0400
Программист JAVA,,1200.0,USD,Москва,2005-10-04T13:15:05+0400
Помощник регионального представителя по внедрению и развитию систем учета,400.0,700.0,USD,Самара,2005-09-16T17:26:39+0400
Системный администратор,,1200.0,USD,Москва,2005-09-16T17:44:12+0400
Системный администратор,,1200.0,USD,Москва,2005-09-16T17:53:35+0400
"Инженер по качеству ПО, тестировщик",,800.0,USD,Москва,2005-09-23T12:14:36+0400
Системный администратор,,1200.0,USD,Москва,2005-09-16T17:55:28+0400
Помощник системного администратора,,1100.0,USD,Москва,2005-09-16T17:55:47+0400
Старший консультант/Консультант по внедрению SAP R/3,,4500.0,USD,Москва,2005-09-16T18:46:08+0400
Менеджер по компьютерному оборудованию,,800.0,USD,Москва,2005-09-16T23:15:51+0400
Системный архитектор ORACLE DBA,,2000.0,USD,Москва,2005-10-24T21:20:50+0400
Инженер в группу поддержки,,1000.0,USD,Москва,2005-09-17T00:43:06+0400
Консультант по внедрению,,1300.0,USD,Россия,2005-09-17T00:44:56+0400
Оператор help-desk,,500.0,USD,Москва,2005-09-17T00:50:35+0400
"Тестировщик, консультант по внедрению",,600.0,USD,Москва,2005-09-17T00:56:43+0400
Системный администратор,,600.0,USD,Москва,2005-09-17T19:43:32+0400
Программист,,800.0,USD,Москва,2005-09-17T19:46:53+0400
Java Team Leader,,2300.0,USD,Москва,2005-09-18T23:30:30+0400
Voice & Network Engineer,,2500.0,USD,Москва,2005-09-19T09:21:20+0400
Business Analyst,,2500.0,USD,Москва,2005-09-19T09:22:25+0400
"Программист 1:С, 7.7; 8.0",,1800.0,USD,Москва,2005-11-02T12:07:36+0300
Технический писатель / Technical Writer,,1000.0,USD,Москва,2005-10-06T11:46:22+0400
Контент менеджер WEB портала,,500.0,USD,Москва,2005-10-12T09:59:22+0400
1С Программист,,1300.0,USD,Москва,2005-09-19T11:28:20+0400
Руководитель группы маркетинга,,900.0,USD,Санкт-Петербург,2005-09-19T11:36:07+0400
Менеджер по регламентации бизнес-процессов,,1500.0,USD,Москва,2005-09-19T11:38:37+0400
Системный администратор,,2000.0,USD,Москва,2005-09-19T11:57:47+0400
Программист PHP (PM_PHP1),,800.0,USD,Москва,2005-09-19T11:59:50+0400
Специалист группы сопровождения банковских систем,,1000.0,USD,Москва,2005-09-19T12:00:33+0400
"Эксперт группы маркетинговых коммуникаций (подразделение ""ERP-система"")",,3000.0,USD,Москва,2005-10-18T12:22:48+0400
Технический директор,,1500.0,USD,Москва,2005-10-12T14:13:35+0400
Специалист группы разработки отчетности,,1100.0,USD,Москва,2005-09-19T12:06:08+0400
Специалист службы поддержки,,1200.0,USD,Москва,2005-09-19T12:12:27+0400
SALES MANAGER,1700.0,,USD,Москва,2005-12-08T12:34:35+0300
Бизнес-консультант (код: BC-BO-F),,3000.0,USD,Москва,2005-09-19T12:42:17+0400
Программист VB (код: VBCD-F1),,1200.0,USD,Москва,2005-09-19T12:43:50+0400
"Программист C++, SQL (код: CSQL-LS)",,1400.0,USD,Москва,2005-09-19T12:45:10+0400
"Администратор БД, программист (код: DBA-LS)",,1400.0,USD,Москва,2005-09-19T12:46:37+0400
Менеджер по продажам (код: SM),,2500.0,USD,Москва,2005-09-19T12:52:25+0400
Старший бизнес-аналитик (SBC- F1),,3000.0,USD,Москва,2005-09-19T12:54:44+0400
Программист C++ (код: C++ D-F1),,1200.0,USD,Москва,2005-09-19T12:56:45+0400
"Программист C, Java (код: CJ-RP)",,1000.0,USD,Москва,2005-09-19T13:01:31+0400
Программист С# (WebD-FC),,1200.0,USD,Москва,2005-09-19T13:09:02+0400
Менеджер проектов (код: PM-FT),,2000.0,USD,Москва,2005-09-19T13:15:26+0400
IT-менеджер,,1500.0,USD,Москва,2005-09-19T13:29:47+0400
Специалист отдела внедрения банковских систем,,1100.0,USD,Россия,2005-09-19T13:30:43+0400
Аналитик,700.0,,USD,Москва,2005-11-24T12:50:57+0300
Ведущий PR-журналист,,1500.0,USD,Москва,2005-10-18T12:22:48+0400
Программист C++,,1200.0,USD,Москва,2005-10-04T13:15:05+0400
Web-дизайнер,1500.0,,USD,Москва,2005-11-30T11:28:11+0300
Помощник системного администратора,,400.0,USD,Москва,2005-09-19T14:03:21+0400
Системный администратор,,1300.0,USD,Москва,2005-09-26T13:00:33+0400
Программист PowerBuilder (IK-R- PowerBuilder).,1800.0,2000.0,USD,Москва,2005-11-14T11:01:33+0300
Ведущий программист C++/Oracle,,2000.0,USD,Москва,2005-10-04T13:08:32+0400
Руководитель проектов,,2000.0,USD,Москва,2005-11-21T08:54:06+0300
Администратор проекта - строительство объектов связи,,1100.0,USD,Москва,2005-10-19T16:49:39+0400
Инженер Дата-Центра,,600.0,USD,Москва,2005-10-10T11:56:45+0400
Web-дизайнер,,900.0,USD,Москва,2005-12-08T09:23:52+0300
Специалист по технической поддержки,,550.0,USD,Москва,2005-09-19T16:22:43+0400
Программист 1С,,1500.0,USD,Москва,2005-09-19T16:28:09+0400
IT Software Engineer,,2000.0,USD,Москва,2005-10-18T11:22:41+0400
Software Engineer,,2000.0,USD,Москва,2005-10-18T11:22:41+0400
SLI Workstation Test Engineer,,800.0,USD,Москва,2005-11-15T16:11:48+0300
Perf Lab Testing Engineer,,800.0,USD,Москва,2005-09-19T16:48:31+0400
Разработчик аналитических отчетов (PL/SQL),,1200.0,USD,Москва,2005-10-18T12:22:48+0400
Администратор БД Oracle,,1300.0,USD,Москва,2005-09-19T18:32:26+0400
Разработчик VB/MS SQL,,1500.0,USD,Москва,2005-09-19T18:36:18+0400
Руководитель интернет-проекта (вакансия БЛМ КОНСОРТ) - MK,,2500.0,USD,Москва,2005-09-19T18:52:32+0400
IT менеджер (свободный английский язык) (Ikh-1180-M),,2600.0,USD,Москва,2005-09-19T19:05:07+0400
Ведущий разработчик .NET,,1500.0,USD,Москва,2005-09-19T22:05:21+0400
Специалист по банковскому ПО,,1800.0,USD,Москва,2005-09-20T09:43:12+0400
C++/.NET GUI Developer,,1500.0,USD,Санкт-Петербург,2005-09-20T09:52:58+0400
International Sales Manager,,1200.0,USD,Санкт-Петербург,2005-09-20T10:09:44+0400
Project Manager,,2300.0,USD,Санкт-Петербург,2005-09-20T10:13:05+0400
Аналитик - проектировщик ИС в группу постановки задач,,1700.0,USD,Москва,2005-11-30T16:58:11+0300
Менеджер по контенту / Редактор Интернет-сайта,,600.0,USD,Москва,2005-09-20T11:35:25+0400
Аналитик (код: A-FT),,1500.0,USD,Москва,2005-09-20T11:37:24+0400
Программист C++ (код: C++FT),,1300.0,USD,Москва,2005-09-20T11:38:26+0400
Технический писатель (код: TW-FT),,1100.0,USD,Москва,2005-09-20T11:39:45+0400
Тестировщик (QA- FT),,800.0,USD,Москва,2005-09-20T11:42:22+0400
Инженер - конструктор (Design engineer),,1000.0,USD,Москва,2005-09-20T11:46:05+0400
Менеджер по продажам измерительной техники,,1500.0,USD,Москва,2005-09-20T12:07:13+0400
Разработчик Microsoft.Net,,1200.0,USD,Москва,2005-11-01T20:22:32+0300
Программист С++,500.0,800.0,USD,Уфа,2005-11-02T08:20:41+0300
Консультант - аналитик - направление Стратегический Маркетинг,1000.0,1500.0,USD,Москва,2005-11-02T09:09:45+0300
Менеджер ТВ-проектов,,1000.0,USD,Москва,2005-11-02T09:56:47+0300
Менеджер по продажам,1000.0,1500.0,USD,Москва,2005-11-02T10:04:34+0300
Программист,,1200.0,USD,Москва,2005-11-02T10:07:18+0300
"Программист, Ведущий программист",,1500.0,USD,Москва,2005-11-02T10:32:29+0300
Тестировщик ПО,800.0,900.0,USD,Москва,2005-11-02T12:31:54+0300
Программист Windows,1200.0,1800.0,USD,Москва,2005-11-02T13:23:21+0300
Программист 1С,1000.0,1500.0,USD,Москва,2005-12-01T11:35:38+0300
Менеджер WEB-проекта,800.0,1200.0,USD,Москва,2005-11-22T17:54:14+0300
Специалист по отчетности,1000.0,1300.0,USD,Москва,2005-11-02T14:57:51+0300
"Руководитель проекта (бизнес-аналитик).Код вакансии ""ТМ-Н-про""",2000.0,3000.0,USD,Москва,2005-12-02T16:26:20+0300
Руководитель отдела продаж 1С (Франчайзинг),800.0,1000.0,USD,Москва,2005-11-02T15:26:45+0300
Коммерческий руководитель группы по поддержке сбыта ( вакансия БЛМ Консорт),,2000.0,USD,Москва,2005-11-02T15:35:35+0300
Бизнес-аналитик,2000.0,2500.0,USD,Москва,2005-11-21T18:31:14+0300
Менеджер по продажам,500.0,1500.0,USD,Москва,2005-11-14T15:00:21+0300
Специалист по товародвижению,700.0,1000.0,USD,Москва,2005-11-02T16:08:02+0300
Web программист,800.0,800.0,USD,Москва,2005-11-02T16:15:21+0300
Начальник отдела прогнозирования и аналитики,3000.0,5000.0,USD,Москва,2005-11-02T16:53:42+0300
Программист 1С,,800.0,USD,Москва,2005-11-10T10:00:06+0300
Менеджер проекта (внедрение SAP R\3),1000.0,2000.0,USD,Москва,2005-12-19T15:12:53+0300
СПЕЦИАЛИСТ ПО ИНВЕНТАРИЗАЦИИ,1000.0,1300.0,USD,Москва,2005-11-02T18:25:27+0300
Инженер Novell,,1200.0,USD,Москва,2005-11-21T11:05:53+0300
Менеджер ИТС,500.0,700.0,USD,Москва,2005-11-02T18:25:55+0300
Intellectual Property Attorney.,2500.0,3000.0,USD,Россия,2005-11-02T18:28:08+0300
Программист C/AL MS Navision,,1000.0,USD,Москва,2005-11-02T18:58:16+0300
Специалист по техническому обслуживанию терминалов,,600.0,USD,Москва,2005-12-15T15:30:50+0300
Дизайнер-визуализатор,1000.0,,USD,Москва,2005-11-03T10:24:18+0300
Программист по сопровождению базы данных,,500.0,USD,Москва,2005-11-03T10:58:53+0300
"Системный администратор в компанию по продаже, сервисному обслуживанию оборудования:",750.0,800.0,USD,Москва,2005-11-03T11:07:53+0300
Менеджер проекта,800.0,,USD,Москва,2005-11-18T10:22:28+0300
Инженер-консультант в отдел автоматизации АЗС,600.0,,USD,Москва,2005-12-15T09:40:13+0300
Специалист по тестированию и сопровождению ПО,600.0,1000.0,USD,Москва,2005-12-02T18:49:53+0300
Программист 1С,1500.0,2000.0,USD,Москва,2005-12-19T10:21:44+0300
Системный администратор,800.0,1200.0,USD,Москва,2005-11-03T12:23:54+0300
Руководитель проекта по внедрению SAP/R3,3000.0,5000.0,USD,Москва,2005-11-03T12:35:55+0300
Программист ABAP,1500.0,2500.0,USD,Москва,2005-11-03T12:39:14+0300
